make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
1995,24.12,5000,Petrol,2,10676.41,Honda,Manual,Red,Partial,0,Yes
2013,23.6,1800,Petrol,5,6255.85,Kia,Manual,Gray,Full,0,Yes
2007,15.38,800,Petrol,4,4728.89,Volkswagen,Automatic,Black,Full,0,Yes
2007,20.99,3000,Diesel,3,6046.34,Ford,Manual,Blue,Partial,0,Yes
1998,9.38,5000,Diesel,3,7075.58,Ford,Automatic,Gray,Partial,0,Yes
1995,14.57,1800,Electric,2,8584.52,BMW,Automatic,Black,Full,0,Yes
2011,24.96,1200,Petrol,5,4868.32,Nissan,Automatic,White,Partial,0,Yes
2002,16.07,1200,Petrol,3,4485.33,BMW,Automatic,Red,Full,1,No
1996,8.66,1500,Petrol,4,1958.36,Toyota,Automatic,White,Partial,1,No
2022,28.07,2500,Petrol,5,10263.33,Honda,Manual,Blue,Full,2,Yes
2002,20.81,1800,Petrol,4,5310.53,Kia,Manual,White,Full,1,Yes
2001,21.82,800,Petrol,4,6006.41,Hyundai,Manual,Blue,None,0,Yes
2020,13.1,1800,Electric,2,10647.64,Nissan,Automatic,Black,Partial,0,No
2020,19.42,1800,Petrol,4,7012.76,BMW,Automatic,Silver,Full,0,Yes
1996,19.29,2000,Diesel,1,6892.65,Nissan,Automatic,Silver,None,0,No
2016,13.89,2500,Diesel,5,7396.97,Volkswagen,Manual,Black,Full,1,Yes
2016,17.15,1800,Diesel,1,7248.79,Honda,Manual,Gray,Full,0,Yes
1997,10.5,1000,Diesel,4,2583.72,Tesla,Automatic,Red,Partial,1,Yes
2021,16.27,1000,Diesel,4,6204.59,BMW,Manual,Blue,Full,1,Yes
2012,22.87,1500,Diesel,2,7281.38,Volkswagen,Automatic,White,None,0,Yes
2006,14.27,800,Diesel,2,4648.29,BMW,Manual,Silver,Full,1,Yes
1995,27.54,2500,Petrol,2,7515.58,Honda,Manual,White,Full,1,No
2016,10.82,800,Petrol,2,5488.38,Kia,Automatic,White,Full,3,Yes
2006,16.7,1200,Diesel,3,4340.23,Volkswagen,Manual,White,None,0,No
1999,14.72,5000,Petrol,2,11604.8,Chevrolet,Automatic,Gray,None,0,No
2021,17.1,2500,Diesel,4,8311.75,Toyota,Manual,Red,None,1,Yes
2019,24.86,2000,Diesel,4,9569.87,Volkswagen,Manual,Silver,Full,0,Yes
2011,13.08,2500,Petrol,5,5307.05,Kia,Automatic,White,Partial,2,No
2010,15.74,1800,Diesel,1,6143.26,Volkswagen,Automatic,White,Full,0,No
2009,21.27,3000,Diesel,3,9272.8,Honda,Automatic,Gray,Full,0,Yes
2017,18.47,2000,Diesel,3,7412.2,Chevrolet,Automatic,Silver,Full,0,Yes
2009,18.88,1500,Diesel,5,2825.3,Tesla,Automatic,Gray,Partial,1,Yes
1999,13.17,800,Diesel,5,1325.78,Tesla,Automatic,White,Full,0,No
2015,17.64,1000,Diesel,2,6774.06,Hyundai,Manual,Blue,Partial,0,Yes
2008,23.66,2000,Diesel,5,5242.57,Chevrolet,Manual,Silver,None,0,Yes
1996,9.95,1500,Petrol,3,1925.14,Chevrolet,Manual,White,Full,2,No
2005,14.51,1200,Petrol,1,5384.97,Ford,Automatic,Red,Full,0,Yes
